MMSI,Time,SOG,Longitude,Latitude,COG
393,19900101_205857,14.6,-14.4907133,8.40286,116.5
1,19900101_205900,0,-14.612815,8.36794833,355.1
393,19900101_205904,14.7,-14.4900633,8.40263333,116.5
101,19900101_205904,12.2,-14.0739167,8.32638333,294
1,19900101_205908,0,-14.6128233,8.36797,354.8
777,19900101_205931,11.7,-14.5150167,8.45273333,291
393,19900101_205934,14.7,-14.4874017,8.40173333,116.7
393,19900101_205940,14.6,-14.4868533,8.40155333,116.4
393,19900101_205940,14.6,-14.4867617,8.40152667,116.4
101,19900101_205945,12.2,-14.0769,8.32733333,295
1,19900101_205950,0,-14.6128367,8.367995,1
777,19900101_205953,11.7,-14.51645,8.45311667,292
777,19900101_210002,11.7,-14.5172167,8.45331667,291
393,19900101_210004,14.6,-14.4846467,8.40084833,116.1
440,19900101_210012,20.4,-13.8037033,8.22727833,91.4
272,19900101_210028,0,-14.612475,8.36707167,348
777,19900101_210053,11.7,-14.5211667,8.45435,291
393,19900101_210059,14.7,-14.4796,8.39919333,116
393,19900101_210122,14.8,-14.4773967,8.39846667,116.2
393,19900101_210151,14.7,-14.474725,8.39758667,116.3
777,19900101_210152,11.7,-14.52565,8.4555,291
44,19900101_210208,14.7,-14.1180933,8.34165,291.1
44,19900101_210215,14.7,-14.11876,8.34182333,291.1
44,19900101_210220,14.6,-14.1193333,8.34197167,291.4
393,19900101_210224,14.6,-14.470215,8.39608833,116.5
101,19900101_210224,12.1,-14.0888333,8.3312,295
777,19900101_210231,11.7,-14.5283833,8.45621667,291
44,19900101_210247,14.6,-14.1233083,8.343015,291.3
1,19900101_210333,0,-14.6128067,8.36801333,340.1
44,19900101_210347,14.4,-14.128935,8.34449333,292.2
393,19900101_210353,14.7,-14.462075,8.393385,116.3
101,19900101_210408,12.2,-14.0981833,8.33443333,297
44,19900101_210410,14.6,-14.1311817,8.34510667,292.1
777,19900101_213705,11.1,-14.6802833,8.49951667,293
777,19900101_213716,11.1,-14.6811333,8.49975,292
1,19900101_213733,0,-14.612825,8.36801,204.2
777,19900101_213736,11.1,-14.6824,8.50011667,292
101,19900101_213739,11.9,-14.25385,8.37841667,290
777,19900101_213747,11.1,-14.6832667,8.50036667,293
44,19900101_213752,14.3,-14.3205183,8.396675,294.1
44,19900101_213806,14.6,-14.3217133,8.39702667,293.5
777,19900101_213806,11.1,-14.6846833,8.50078333,293
393,19900101_213813,15,-14.266885,8.33233333,113.4
777,19900101_213817,11.1,-14.6855333,8.50105,294
393,19900101_213819,15,-14.2663033,8.33217667,113.4
393,19900101_213824,15.1,-14.2658183,8.33204,113.4
1,19900101_213824,0,-14.6128533,8.36795,201
777,19900101_213828,11.1,-14.6861,8.50121667,293
1,19900101_213833,0,-14.6128483,8.36797,199.8
44,19900101_213836,14.3,-14.3244733,8.39781167,293.1
777,19900101_213837,11.1,-14.68695,8.50146667,294
101,19900101_213839,11.9,-14.2584,8.37958333,291
777,19900101_213847,11.1,-14.68745,8.50163333,294
44,19900101_213853,14.4,-14.3260317,8.39826667,293.5
393,19900101_213854,15,-14.2629467,8.33120833,113.6
777,19900101_213856,11.1,-14.6880167,8.5018,294
101,19900101_213909,11.9,-14.2608667,8.38025,291
393,19900101_213913,15,-14.2611317,8.33066667,113.8
44,19900101_213917,14.3,-14.3283233,8.39893833,293.4
393,19900101_213919,15,-14.2605583,8.33050333,114.1
393,19900101_213924,15.1,-14.260075,8.33035,114.2
777,19900101_213928,11.1,-14.6902667,8.5025,295
44,19900101_213929,14.3,-14.32942,8.39925167,293
44,19900101_213936,14.1,-14.3299733,8.39940667,293
393,19900101_213936,15.1,-14.2589233,8.32998667,114.3
777,19900101_213947,11.1,-14.6916667,8.50295,295
44,19900101_213953,14.1,-14.3315333,8.39984667,293.4
393,19900101_213954,15.1,-14.2572033,8.32947333,114.3
1,19900101_214004,0,-14.6128617,8.36795333,197.9
393,19900101_214013,15.1,-14.2553933,8.32893833,114.2
101,19900101_214018,11.8,-14.2661333,8.38166667,291
393,19900101_214019,15.1,-14.2548217,8.32877333,114.1
1,19900101_214033,0,-14.6128633,8.36800333,197.8
44,19900101_214053,14.3,-14.3370317,8.40140333,292.6
1,19900101_214054,0,-14.6128233,8.368,195.7
393,19900101_214101,15,-14.2508217,8.32762,113.9
1,19900101_214104,0,-14.61283,8.367985,198.7
777,19900101_214106,11.2,-14.6974,8.50471667,294
393,19900101_214106,15,-14.250345,8.32748167,113.6
393,19900101_214113,15,-14.249675,8.32728833,113.7
777,19900101_214116,11.2,-14.6979667,8.5049,294
101,19900101_214118,11.9,-14.2707833,8.38283333,291
393,19900101_214124,15.1,-14.2486117,8.326975,113.6
1,19900101_214133,0,-14.6128317,8.36800333,195
1,19900101_214142,0,-14.612835,8.36802167,195.6
393,19900101_214153,15,-14.2457633,8.32610833,113.9
101,19900101_214218,11.8,-14.27535,8.38401667,290
393,19900101_214218,15.1,-14.243395,8.32539333,114.2
44,19900101_214229,14.2,-14.3459367,8.40382667,292
44,19900101_214240,14.2,-14.3469517,8.40409833,291.9
1,19900101_214242,0,-14.612835,8.36799667,35.3
44,19900101_214253,14.1,-14.3481467,8.40441667,291.7
1,19900101_214324,0,-14.6128383,8.36797,27.2
44,19900101_214329,14.3,-14.3514617,8.40528833,291.1
393,19900101_214331,15,-14.236455,8.32348,112.1
44,19900101_214335,14.4,-14.3520133,8.40543,291.6
44,19900101_214341,14,-14.3524733,8.40555,290.9
1,19900101_214343,0,-14.6128517,8.36798667,28.9
101,19900101_214348,11.9,-14.2822,8.38575,291
44,19900101_214354,14.3,-14.3536733,8.40586167,291.5
1,19900101_214354,0,-14.612875,8.36800333,24.9
101,19900101_214359,11.9,-14.2831333,8.38598333,291
393,19900101_214413,15,-14.23241,8.32236333,112.5
393,19900101_214431,15,-14.230675,8.32190167,113.5
777,19900101_214447,10.6,-14.7133833,8.50791667,279
393,19900101_214448,15,-14.2289633,8.32138667,113.9
1,19900101_214454,0,-14.6128317,8.367975,26.7
777,19900101_214506,10.6,-14.7148667,8.50806667,278
44,19900101_214517,14.1,-14.3614033,8.40784833,292.2
44,19900101_214535,14.1,-14.3630533,8.40828833,291.7
44,19900101_214547,14.1,-14.3641533,8.40857333,291.1
777,19900101_214547,10.5,-14.7177167,8.50825,276
1,19900101_214554,0,-14.61281,8.36797833,30.4
393,19900101_214555,15.1,-14.2226283,8.319545,112.9
777,19900101_214606,10.5,-14.7191833,8.50835,275
101,19900101_214630,11.9,-14.29455,8.38896667,291
393,19900101_214631,15.1,-14.2191733,8.31856333,113.5
44,19900101_214642,14.1,-14.3690967,8.40987833,292.4
44,19900101_214647,14.1,-14.3696417,8.41003,291.7
101,19900101_214649,11.9,-14.2961,8.38938333,291
1,19900101_214654,0,-14.6128267,8.36801833,28.6
393,19900101_214655,15.2,-14.216865,8.31789,113.7
777,19900101_214706,10.5,-14.7235167,8.5085,272
777,19900101_221535,11.3,-14.8544667,8.51185,270
101,19900101_221758,11.4,-14.4370167,8.42798333,292
393,19900101_221829,15.9,-14.035415,8.26114333,117.3
777,19900101_221935,11.1,-14.8731667,8.51136667,266
101,19900101_222217,11.2,-14.45615,8.43316667,292
777,19900101_222325,11,-14.8907833,8.5108,266
1,19900101_222344,0,-14.61281,8.368015,10.4
44,19900101_223155,13.5,-14.610375,8.47708667,293.2
777,19900101_223156,10.9,-14.9298,8.50953333,267
44,19900101_223225,13.3,-14.611415,8.477375,292.1
1,19900101_223232,0,-14.6128367,8.36798333,2
272,19900101_223333,0,-14.6124683,8.36711,4.6
1,19900101_223341,0,-14.612845,8.36797333,351.6
777,19900101_223413,10.9,-14.9391,8.5095,270
44,19900101_223640,13.7,-14.6339317,8.48349,293
101,19900101_223647,11.1,-14.51755,8.44993333,292
101,19900101_223726,11.1,-14.5201333,8.45066667,293
335,19900102_032257,12.9,-14.628055,8.48197,291
335,19900102_032317,12.9,-14.6298617,8.48244,291
335,19900102_032417,13,-14.633695,8.483425,290
668,19900102_032423,16.6,-14.1594,8.35256667,292
335,19900102_032517,13,-14.638585,8.48461333,290
335,19900102_032536,13,-14.6416317,8.48536,290
668,19900102_045136,17.4,-14.73555,8.50866667,293
1,19900102_045232,0,-14.6128367,8.36801667,25.3
1,19900102_045832,0,-14.6128167,8.36798667,31.1
1,19900102_045933,0,-14.61285,8.367995,27.1
1,19900102_050013,0,-14.6128267,8.36802,21.6
668,19900102_050025,17.5,-14.7975,8.51658333,270
668,19900102_050125,17.7,-14.8048833,8.51676667,272
1,19900102_050213,0,-14.612835,8.36801,16.5
668,19900102_050249,17.7,-14.81485,8.51715,272
1,19900102_050313,0,-14.612825,8.36797833,17.1
668,19900102_050326,17.4,-14.8197333,8.51723333,271
668,19900102_050348,17.5,-14.8226667,8.5172,269
668,19900102_050448,17.5,-14.8299,8.51703333,268
1,19900102_050453,0,-14.6128317,8.36801,24.2
668,19900102_050512,17.6,-14.8328667,8.51698333,268
1,19900102_050512,0,-14.612825,8.36799833,9.7
668,19900102_050548,17.3,-14.8371833,8.51701667,270
272,19900102_050612,0,-14.6124067,8.36710667,8.3
668,19900102_050612,17.2,-14.8399167,8.51708333,271
1,19900102_050653,0,-14.61283,8.36799833,3.1
949,19900102_062413,18.7,-14.0517667,8.32245,293
471,19900102_062440,0,-14.6131733,8.36854167,26.3
1,19900102_062614,0,-14.61282,8.36798833,30.6
1,19900102_062732,0,-14.6128533,8.36799,29.9
949,19900102_062736,18.7,-14.0758,8.32956667,293
1,19900102_062813,0,-14.61288,8.36797167,26.6
439,19900102_062829,10.9,-14.8727533,8.47766833,88.1
949,19900102_062901,18.7,-14.08575,8.33255,294
1,19900102_062953,0,-14.61285,8.36798,23
949,19900102_063247,18.7,-14.1131167,8.34013333,293
949,19900102_063247,18.7,-14.1131167,8.34013333,293
949,19900102_063323,18.7,-14.11755,8.34138333,292
949,19900102_063323,18.7,-14.11755,8.34138333,292
949,19900102_063347,18.7,-14.1204333,8.34218333,292
949,19900102_063347,18.7,-14.1204333,8.34218333,292
1,19900102_063352,0,-14.6128383,8.36796667,26
1,19900102_063352,0,-14.6128383,8.36796667,26
949,19900102_063359,18.7,-14.1218833,8.3426,292
949,19900102_063359,18.7,-14.1218833,8.3426,292
439,19900102_063408,10.8,-14.8466817,8.47802167,90.3
439,19900102_063408,10.8,-14.8466817,8.47802167,90.3
949,19900102_063435,18.7,-14.1260833,8.34376667,293
949,19900102_063435,18.7,-14.1260833,8.34376667,293
949,19900102_063611,18.8,-14.1377167,8.34708333,293
949,19900102_063611,18.8,-14.1377167,8.34708333,293
1,19900102_063651,0,-14.61285,8.36798333,33.5
949,19900102_063850,18.7,-14.1563833,8.3525,293
949,19900102_063901,18.7,-14.1575667,8.35283333,293
1,19900102_063933,0,-14.61284,8.36799167,22.5
949,19900102_063950,18.7,-14.16355,8.35455,293
439,19900102_063950,10.8,-14.82084,8.47791,89.5
1,19900102_063954,0,-14.6128417,8.36799,21.5
949,19900102_063956,18.7,-14.1642667,8.35476667,293
949,19900102_064001,18.7,-14.16475,8.3549,293
949,19900102_064008,18.7,-14.1658167,8.35521667,293
1,19900102_064024,0,-14.6128467,8.36798833,30.4
949,19900102_064025,18.7,-14.1677333,8.35576667,293
1,19900102_064033,0,-14.6128567,8.36796833,16.8
949,19900102_064037,18.8,-14.1691667,8.35618333,293
949,19900102_064049,18.8,-14.1707333,8.35663333,293
1,19900102_064053,0,-14.612905,8.36796667,29
949,19900102_064055,18.8,-14.17145,8.35685,293
949,19900102_064107,18.8,-14.1728833,8.35725,293
439,19900102_064130,10.7,-14.8132317,8.47794167,90.5
1,19900102_064133,0,-14.6128733,8.36796833,19.1
439,19900102_064140,10.7,-14.8125667,8.477945,89.4
949,19900102_064149,18.8,-14.1779167,8.3587,293
439,19900102_064150,10.6,-14.8118083,8.47797333,88.5
439,19900102_064159,10.7,-14.81107,8.47798333,89
949,19900102_064201,18.7,-14.1793667,8.3591,293
949,19900102_064208,18.7,-14.1799667,8.35926667,293
272,19900102_064213,0,-14.612475,8.36705667,24.4
949,19900102_064226,18.8,-14.1821167,8.35988333,292
1,19900102_064234,0,-14.6128633,8.367985,15.8
949,19900102_064256,18.8,-14.1857333,8.3609,293
439,19900102_064300,10.5,-14.8067033,8.47803333,89.1
949,19900102_064308,18.8,-14.1873,8.36135,293
439,19900102_064311,10.3,-14.8058967,8.47804333,89.1
949,19900102_064350,18.8,-14.1923333,8.36278333,293
439,19900102_064400,10.4,-14.8023183,8.478085,90.8
439,19900102_064411,10.4,-14.8015133,8.47808833,91.5
949,19900102_064450,18.8,-14.19945,8.36481667,292
439,19900102_064451,10.2,-14.7985333,8.478075,89
1,19900102_064513,0,-14.6128183,8.368005,15.7
949,19900102_064537,18.8,-14.2052333,8.36643333,292
1,19900102_064553,0,-14.61285,8.36797167,27
439,19900102_064610,10.3,-14.7928383,8.47811,90.2
949,19900102_064613,18.9,-14.2097,8.3677,293
949,19900102_064631,18.9,-14.21175,8.36828333,293
949,19900102_064637,18.9,-14.2124833,8.3685,293
1,19900102_064653,0,-14.6128667,8.36796333,13.5
1,19900102_064713,0,-14.6128683,8.367955,9.1
949,19900102_064713,18.9,-14.21685,8.36971667,293
949,19900102_064738,18.9,-14.21965,8.37048333,292
949,19900102_075607,19,-14.72305,8.51086667,285
949,19900102_075813,18.6,-14.73935,8.51175,268
1,19900102_075853,0,-14.6128617,8.368025,17.3
949,19900102_075937,18.7,-14.75015,8.51146667,268
1,19900102_080013,0,-14.61289,8.36803667,353.1
949,19900102_080213,18.8,-14.77045,8.51191667,271
1,19900102_080253,0,-14.6128333,8.36801333,357.2
1,19900102_080333,0,-14.61286,8.36802333,24.4
155,19900102_080400,12.6,-14.1870417,8.36240667,294.2
928,19900102_080405,12.8,-14.637865,8.44494167,116.4
949,19900102_080413,18.9,-14.7864167,8.51206667,270
439,19900102_080430,10.6,-14.4791983,8.39860667,113.8
439,19900102_080510,10.9,-14.4764317,8.397795,113.8
439,19900102_080530,11,-14.4749817,8.39737833,113.7
1,19900102_080533,0,-14.61286,8.36801667,318.7
155,19900102_080539,12.5,-14.195065,8.36477167,294
949,19900102_080555,19,-14.8000667,8.51221667,271
439,19900102_080709,10.7,-14.4722733,8.39657167,113.9
1,19900102_080712,0,-14.612875,8.36802167,13
1,19900102_080733,0,-14.6128617,8.36801167,357
155,19900102_080739,12.5,-14.19988,8.36608667,293.7
949,19900102_080749,19.1,-14.8071167,8.51223333,269
1,19900102_080752,0,-14.61286,8.368025,7.6
439,19900102_080809,10.9,-14.468115,8.39537667,113.3
1,19900102_080813,0,-14.6128583,8.36802,10
1,19900102_080833,0,-14.61285,8.36802167,24.2
155,19900102_080839,12.5,-14.2044633,8.36763167,293.4
1,19900102_080854,0,-14.61287,8.36802,312.6
1,19900102_080912,0,-14.6128583,8.36801167,11
1,19900102_080912,0,-14.6128583,8.36801167,11
1,19900102_080914,0,-14.61286,8.36803833,4.9
928,19900102_080915,12.7,-14.6171067,8.43834667,114.9
155,19900102_080919,12.4,-14.207665,8.36858333,293.9
928,19900102_080925,12.7,-14.6162783,8.43809667,114.3
949,19900102_080925,19.1,-14.8200167,8.51221667,269
1,19900102_080934,0,-14.6128467,8.368,0.6
155,19900102_080939,12.5,-14.209285,8.36903667,294.2
439,19900102_080949,10.9,-14.4611533,8.39338,113.3
1,19900102_080954,0,-14.6128517,8.36800667,359.4
439,19900102_081010,11,-14.4597567,8.39297333,113.5
1,19900102_081014,0,-14.6128583,8.36801167,11
928,19900102_081024,12.8,-14.6113633,8.43662833,114.4
155,19900102_081039,12.5,-14.214005,8.3704,293.6
949,19900102_081047,19.1,-14.83905,8.51216667,269
949,19900102_081047,19.1,-14.83905,8.51216667,269
949,19900102_081049,19.1,-14.83105,8.5122,270
928,19900102_081104,12.8,-14.607925,8.43561333,113.7
949,19900102_081111,19.1,-14.84225,8.51215,269
949,19900102_081111,19.1,-14.84225,8.51215,269
1,19900102_081112,0,-14.6128617,8.36798667,28.4
1,19900102_081112,0,-14.6128617,8.36798667,28.4
949,19900102_081112,19.1,-14.83425,8.5122,269
1,19900102_081114,0,-14.6128783,8.36800833,359.3
928,19900102_081123,12.8,-14.6013183,8.43365833,114.6
928,19900102_081123,12.8,-14.6013183,8.43365833,114.6
928,19900102_081124,12.8,-14.6062467,8.43512167,114.9
949,19900102_081125,19.1,-14.83585,8.5122,269
439,19900102_081129,11,-14.4542117,8.39138833,112.6
1,19900102_081134,0,-14.6128333,8.368005,355
155,19900102_081139,12.4,-14.21874,8.37179667,293.8
439,19900102_081149,10.8,-14.452875,8.39100667,113.3
1,19900102_081153,0,-14.6128317,8.368005,349.8
928,19900102_081204,12.8,-14.6029867,8.43415333,113.9
155,19900102_081208,12.5,-14.2211067,8.37251,294.3
949,19900102_081212,19.1,-14.84225,8.51215,269
949,19900102_081218,19.1,-14.8431833,8.51215,269
439,19900102_081220,11,-14.4506617,8.390385,112.8
928,19900102_081224,12.8,-14.6013183,8.43365833,114.6
1,19900102_081234,0,-14.612865,8.36802167,354.9
928,19900102_081234,12.8,-14.6004783,8.433415,113.5
155,19900102_081238,12.5,-14.22826,8.37454,292.6
471,19900102_081238,0,-14.6131717,8.36855,301.6
471,19900102_081238,0,-14.6131717,8.36855,301.6
155,19900102_081238,12.5,-14.22826,8.37454,292.6
439,19900102_081248,11,-14.44862,8.38979833,113
949,19900102_081254,19.1,-14.8477333,8.51215,269
155,19900102_081259,12.4,-14.2251133,8.37369667,293.3
949,19900102_081300,19.1,-14.8485333,8.51215,270
928,19900102_081304,12.8,-14.5979683,8.43267833,113.6
949,19900102_081312,19.1,-14.8501333,8.51216667,270
272,19900102_081314,0,-14.6124767,8.36707167,1.8
949,19900102_081318,19.1,-14.8513333,8.51216667,269
928,19900102_081324,12.8,-14.5962117,8.43216167,113.5
928,19900102_081334,12.8,-14.595375,8.43191333,113.9
155,19900102_081338,12.5,-14.2330317,8.37587667,293.2
155,19900102_081338,12.5,-14.2330317,8.37587667,293.2
155,19900102_081339,12.5,-14.22826,8.37454,292.6
471,19900102_081340,0,-14.6131717,8.36855,301.6
928,19900102_081344,12.8,-14.5945417,8.43166833,113.9
439,19900102_081349,10.9,-14.44451,8.38863167,113.4
928,19900102_081355,12.8,-14.59371,8.43142333,113.7
928,19900102_081404,12.8,-14.5928783,8.43117833,113.9
928,19900102_081425,12.8,-14.59121,8.43069,113.5
928,19900102_081435,12.8,-14.59038,8.43044,114
155,19900102_081439,12.5,-14.2330317,8.37587667,293.2
928,19900102_081444,12.7,-14.5896233,8.43022,113.5
439,19900102_081449,11,-14.4402033,8.38734667,114.4
928,19900102_081524,12.7,-14.58628,8.42923167,113.8
155,19900102_081539,12.5,-14.23784,8.37728,293.1
949,19900102_081601,19.3,-14.8731167,8.51211667,269
928,19900102_081604,12.8,-14.582865,8.42822,113.8
272,19900102_081615,0,-14.612485,8.36711167,1.4
949,19900102_081625,19.3,-14.8763667,8.5121,269
949,19900102_081637,19.3,-14.87785,8.51208333,269
949,19900102_081648,19.4,-14.8794667,8.51206667,269
949,19900102_081701,19.4,-14.8811,8.51206667,269
928,19900102_081725,12.8,-14.5762033,8.42624333,113
949,19900102_081737,19.4,-14.8858333,8.51203333,269
949,19900102_081749,19.4,-14.88745,8.51201667,269
949,19900102_081801,19.4,-14.8890833,8.512,269
928,19900102_081805,12.9,-14.57296,8.425285,113.7
949,19900102_081821,19.4,-14.8997833,8.51191667,269
928,19900102_081825,12.9,-14.57118,8.42476667,113.6
949,19900102_081825,19.4,-14.8924667,8.51196667,269
949,19900102_081837,19.4,-14.8940833,8.51195,269
949,19900102_081849,19.4,-14.8957167,8.51195,269
928,19900102_081927,12.9,-14.5611567,8.42180833,113.5
949,19900102_082048,19.5,-14.9118667,8.51183333,269
949,19900102_082125,19.4,-14.91675,8.51178333,269
1,19900102_094553,0,-14.6128083,8.367995,13.8
1,19900102_094553,0,-14.6128083,8.367995,13.8
1,19900102_094613,0,-14.6128133,8.36797333,26.2
298,19900102_094616,11,-14.8632,8.47828333,88.5
928,19900102_094627,13.8,-14.1005717,8.283665,116.9
439,19900102_094629,11.6,-14.051065,8.25772833,120.6
1,19900102_094634,0,-14.61287,8.36797833,13.2
298,19900102_094635,11,-14.8618333,8.47831667,88.5
155,19900102_094640,12.4,-14.6807433,8.49791667,292.8
928,19900102_094648,13.8,-14.09881,8.28307167,117.1
470,19900102_094703,10.4,-14.1066867,8.3424,290.7
928,19900102_094709,13.8,-14.0969483,8.28244,116.8
439,19900102_094710,11.5,-14.04829,8.25665333,120.5
1,19900102_094714,0,-14.61286,8.36799667,16.7
298,19900102_094717,11,-14.8586167,8.47838333,88.6
588,19900102_094724,13.5,-14.6195233,8.448005,115.5
439,19900102_094730,11.5,-14.04687,8.25607667,120.6
1,19900102_094734,0,-14.6128683,8.36802,16.9
298,19900102_094735,11,-14.85715,8.47841667,88.6
155,19900102_094741,12.4,-14.6855317,8.49925,292.7
1,19900102_094755,0,-14.61283,8.368005,20.5
470,19900102_094803,10.6,-14.11074,8.34348,291.3
928,19900102_094807,13.8,-14.09165,8.28064167,117.1
928,19900102_094807,13.8,-14.09165,8.28064167,117.1
439,19900102_094808,11.5,-14.0440883,8.25498667,120.1
439,19900102_094808,11.5,-14.0440883,8.25498667,120.1
928,19900102_094809,13.8,-14.09165,8.28064167,117.1
439,19900102_094810,11.5,-14.0440883,8.25498667,120.1
1,19900102_094811,0,-14.6128433,8.36801,14.7
1,19900102_094811,0,-14.6128433,8.36801,14.7
298,19900102_094814,11,-14.854,8.47846667,88.6
298,19900102_094814,11,-14.854,8.47846667,88.6
272,19900102_094815,0,-14.6124783,8.367105,48.7
298,19900102_094817,11,-14.854,8.47846667,88.6
928,19900102_094827,13.8,-14.0899733,8.28007667,116.9
298,19900102_094835,11,-14.8526333,8.47848333,88.6
470,19900102_094842,10.7,-14.1134617,8.34416167,292.1
588,19900102_094843,13.5,-14.6128217,8.44584833,115.3
439,19900102_094850,11.6,-14.04125,8.25399,115.7
1,19900102_094853,0,-14.6128433,8.36802167,22.2
1,19900102_094853,0,-14.6128433,8.36802167,22.2
1,19900102_094855,0,-14.6128433,8.36802167,22.2
470,19900102_094901,10.6,-14.1148417,8.34451,289.6
470,19900102_094901,10.6,-14.1148417,8.34451,289.6
470,19900102_094902,10.6,-14.1148417,8.34451,289.6
298,19900102_094935,11,-14.84795,8.47856667,88.5
470,19900102_094942,10.4,-14.11757,8.34516,290.7
928,19900102_094948,13.9,-14.0828783,8.27768833,116.5
439,19900102_094949,11.5,-14.0369933,8.252635,115.5
1,19900102_094955,0,-14.61286,8.36800167,17.9
588,19900102_095003,13.4,-14.6059967,8.443715,115.3
298,19900102_095015,11,-14.8449,8.47861667,88.4
155,19900102_095019,12.2,-14.69808,8.50278167,293.5
1,19900102_095033,0.1,-14.6128383,8.367995,21.1
298,19900102_095035,11,-14.8433667,8.47863333,88.4
470,19900102_095042,10.5,-14.12166,8.34613,290.1
588,19900102_095042,13.5,-14.6026133,8.44262333,115.5
928,19900102_095047,13.9,-14.0774517,8.275885,115.8
1,19900102_095054,0.1,-14.6128367,8.36799833,24.4
298,19900102_095056,11,-14.84175,8.47866667,88.4
470,19900102_095102,10.5,-14.123015,8.34645667,290.3
588,19900102_095102,13.5,-14.6009183,8.44207833,115.6
298,19900102_095115,11,-14.8403,8.47868333,88.4
155,19900102_095119,12.3,-14.7027367,8.50419333,294.4
1,19900102_095133,0.1,-14.6128317,8.367995,19.8
298,19900102_095135,11,-14.83885,8.47871667,88.4
928,19900102_095137,13.9,-14.07307,8.27445833,115.8
588,19900102_095144,13.5,-14.5974417,8.44096,115.1
928,19900102_095148,13.9,-14.072175,8.27416667,116
439,19900102_095150,11.7,-14.02818,8.24991833,114.6
588,19900102_095153,13.5,-14.5965933,8.44069167,115.7
1,19900102_095155,0,-14.61284,8.368,17
155,19900102_095201,12,-14.7060683,8.504915,285.1
439,19900102_095201,11.7,-14.027365,8.249675,115.1
470,19900102_095203,10.3,-14.1270783,8.34746333,290.4
928,19900102_095208,13.9,-14.07039,8.27358167,116.5
155,19900102_095210,11.9,-14.7068333,8.50499833,282.7
155,19900102_095220,11.9,-14.707635,8.505085,280.9
928,19900102_095224,14,-14.0689633,8.273105,116.6
1,19900102_095225,0,-14.6128533,8.36802833,17.6
1,19900102_095233,0,-14.6128583,8.36801833,18.1
928,19900102_095235,13.9,-14.067985,8.27277833,116.3
298,19900102_095235,11,-14.8341833,8.47881667,88.2
928,19900102_095238,14,-14.0677167,8.27269,116.4
439,19900102_095240,11.7,-14.0245683,8.24877167,115.4
928,19900102_095248,13.9,-14.0668217,8.27239333,116.2
439,19900102_095250,11.8,-14.0236767,8.248495,114.7
155,19900102_095251,11.6,-14.7100967,8.50524667,272.9
470,19900102_095252,10.3,-14.1304083,8.34823167,289.5
928,19900102_095253,14,-14.066365,8.27225167,116.3
588,19900102_095253,13.6,-14.59146,8.43907167,115.3
1,19900102_095255,0,-14.61286,8.368035,17.7
928,19900102_095257,13.9,-14.06591,8.27210833,116.4
928,19900102_095300,13.9,-14.06564,8.27202167,116.5
155,19900102_095301,11.5,-14.710825,8.50525333,271.3
588,19900102_095304,13.5,-14.5906167,8.43880167,115.1
928,19900102_095306,13.9,-14.0651017,8.27184667,116.5
928,19900102_095308,13.9,-14.0650133,8.27181667,116.5
470,19900102_095312,10.4,-14.13176,8.348555,290.2
928,19900102_095312,13.9,-14.0645633,8.27167167,116.4
298,19900102_095315,11,-14.8311333,8.47886667,88.2
155,19900102_095320,11.6,-14.7124233,8.50524167,268.6
470,19900102_095322,10.3,-14.132435,8.348735,291.3
928,19900102_095324,13.9,-14.063495,8.27131833,116.3
928,19900102_095330,14,-14.06296,8.27114333,116.2
1,19900102_095333,0.1,-14.6128267,8.36801667,24.4
928,19900102_095335,14,-14.0625117,8.27099667,116.1
439,19900102_095339,11.9,-14.0200467,8.247285,115.3
928,19900102_095347,14,-14.0614383,8.27065,115.7
439,19900102_095349,11.8,-14.0193,8.24705,115.5
155,19900102_095350,11.6,-14.714825,8.50523333,268.8
928,19900102_095353,14,-14.0609,8.27047833,115.8
588,19900102_095353,13.6,-14.5863383,8.43746667,115.4
1,19900102_095354,0,-14.61281,8.36800833,17.7
928,19900102_095400,14,-14.06036,8.27030333,115.8
439,19900102_095400,11.9,-14.0185,8.24680333,115.9
470,19900102_095402,10.5,-14.1352083,8.34942167,290.6
1,19900102_095403,0,-14.6128367,8.36801333,18.6
928,19900102_095405,14,-14.059825,8.27013167,115.8
298,19900102_095407,11,-14.8272333,8.47895,88.4
439,19900102_095410,11.8,-14.017755,8.24655,115.9
470,19900102_095411,10.3,-14.1358217,8.34955833,289
928,19900102_095411,14,-14.0592867,8.26995833,116
588,19900102_095413,13.5,-14.5846317,8.43693,115.6
298,19900102_095415,11,-14.82655,8.47896667,88.4
928,19900102_095417,14,-14.0587517,8.269785,116
155,19900102_095419,11.7,-14.7172717,8.50521833,271.6
928,19900102_095424,14,-14.0582167,8.26961,116.1
928,19900102_095435,14,-14.057235,8.26928833,116.1
298,19900102_095435,11,-14.825,8.479,88.4
928,19900102_095447,14,-14.0560817,8.26891333,116
439,19900102_095449,11.9,-14.0147733,8.24561667,115.3
470,19900102_095452,10.4,-14.1385133,8.35024667,292.8
1,19900102_095454,0,-14.6128367,8.368,352.9
439,19900102_095500,11.9,-14.0140217,8.245385,115.6
470,19900102_095503,10.5,-14.13925,8.35045,291.8
1,19900102_095514,0,-14.6128533,8.36801333,4.2
298,19900102_095515,11,-14.8219333,8.47905,88.4
470,19900102_095523,10.5,-14.1406167,8.350775,290.2
928,19900102_095524,14,-14.052865,8.26787,115.5
298,19900102_095525,11,-14.8211667,8.47906667,88.3
1,19900102_095535,0,-14.6128433,8.36802,354.1
