MMSI,Time,SOG,Longitude,Latitude,COG
928,19900102_095535,14,-14.0517867,8.26752333,115.6
1,19900102_095555,0,-14.6128167,8.36803167,358.9
298,19900102_095555,11,-14.8189333,8.4791,88.5
155,19900102_095600,11.8,-14.7254367,8.50583833,278.6
928,19900102_095600,14,-14.0495433,8.26680333,115.7
470,19900102_095603,10.6,-14.143365,8.351445,290.2
298,19900102_095615,11,-14.8174,8.47913333,88.5
470,19900102_095623,10.4,-14.144715,8.35177667,290.3
928,19900102_095624,14,-14.0473883,8.26611,115.7
928,19900102_095647,14,-14.0453133,8.26545,115.3
1,19900102_095655,0,-14.6128533,8.367995,9.6
155,19900102_095700,11.9,-14.7304217,8.50627167,275.8
928,19900102_095700,14,-14.044225,8.26510833,115.1
470,19900102_095702,10.5,-14.1474333,8.35245667,291.7
298,19900102_095707,11,-14.8133333,8.4792,88.3
439,19900102_095710,11.8,-14.0045483,8.24235,115.6
928,19900102_095712,14,-14.0431383,8.26476833,115.3
298,19900102_095715,11,-14.8127167,8.47921667,88.3
470,19900102_095723,10.4,-14.148795,8.35282667,292.1
928,19900102_095724,14,-14.0420533,8.264425,115.3
1,19900102_095734,0,-14.612855,8.36799333,351.6
470,19900102_095742,10.5,-14.1501283,8.35317333,290.7
1,19900102_095744,0,-14.6128533,8.36798667,0.7
928,19900102_095747,14,-14.0399783,8.26376833,115
298,19900102_095755,11,-14.8097167,8.47928333,88.2
155,19900102_095800,11.9,-14.7353233,8.50648167,272.8
439,19900102_095810,11.8,-13.9999317,8.24091333,115.2
928,19900102_095823,13.9,-14.03655,8.26268167,115.3
470,19900102_095832,10.3,-14.153475,8.35402667,290
1,19900102_095834,0,-14.6128367,8.368015,356.6
470,19900102_095842,10.3,-14.1541467,8.3542,290.5
1,19900102_095843,0,-14.6128667,8.368015,348
298,19900102_095906,11,-14.8041833,8.4794,88
1,19900102_095913,0,-14.6128383,8.36803167,12.6
155,19900102_095919,12,-14.741955,8.5068,275.3
1,19900102_095923,0,-14.61286,8.36802833,7.6
928,19900102_095930,13.9,-14.030685,8.260825,114.8
470,19900102_095932,10.3,-14.1575083,8.35503833,291
588,19900102_095933,13.7,-14.5572567,8.428165,115.7
1,19900102_095934,0,-14.6128467,8.36799333,348.9
298,19900102_095935,11,-14.8018833,8.47945,88.1
928,19900102_095941,13.9,-14.0295917,8.26048833,114.5
470,19900102_095942,10.3,-14.1581783,8.35520333,289.7
298,19900102_095945,11,-14.8012,8.47946667,88.1
155,19900102_095950,12.1,-14.7444867,8.50696833,275.8
298,19900102_095954,11,-14.8004333,8.47948333,88.1
155,19900102_095959,12,-14.745335,8.507035,276.7
928,19900102_100006,13.9,-14.0274033,8.25981667,114.6
298,19900102_100007,11,-14.7995167,8.4795,88.2
155,19900102_100010,12,-14.7461883,8.5071,276.6
155,19900102_100020,12,-14.7470383,8.507165,276.2
298,19900102_100026,11,-14.79815,8.47953333,88.1
298,19900102_112235,12.3,-14.4367833,8.38758333,115.3
298,19900102_112235,12.3,-14.4367833,8.38758333,115.3
226,19900102_112245,14.8,-14.172715,8.36161167,290.9
226,19900102_112245,14.8,-14.172715,8.36161167,290.9
1,19900102_112253,0,-14.6128667,8.36797,0.7
1,19900102_112253,0,-14.6128667,8.36797,0.7
298,19900102_112415,12.3,-14.4290667,8.38515,115.4
298,19900102_112415,12.3,-14.4290667,8.38515,115.4
298,19900102_112435,12.3,-14.4275333,8.38465,115.4
298,19900102_112435,12.3,-14.4275333,8.38465,115.4
471,19900102_112440,0,-14.6131683,8.36854667,302.6
471,19900102_112440,0,-14.6131683,8.36854667,302.6
588,19900102_112445,13.6,-14.12364,8.28954667,115.6
588,19900102_112445,13.6,-14.12364,8.28954667,115.6
298,19900102_112613,12.3,-14.4199167,8.38223333,115.6
298,19900102_112613,12.3,-14.4199167,8.38223333,115.6
1,19900102_112832,0,-14.6128283,8.36798667,143.1
226,19900102_112845,14.9,-14.2007733,8.36909167,294.1
598,19900102_112852,9,-13.88101,8.29337,277.7
1,19900102_112852,0,-14.6128567,8.36798,207
470,19900102_112900,10.2,-14.5043383,8.44631167,291.9
376,19900102_112902,12.8,-14.18025,8.35989333,293.5
226,19900102_112908,15,-14.202915,8.369695,294.2
298,19900102_112913,12.3,-14.4106667,8.3793,115.7
226,19900102_112921,15,-14.2041217,8.37004333,293.7
598,19900102_112932,9,-13.8835567,8.29359667,277.8
226,19900102_112945,15,-14.2063517,8.37068333,292.7
470,19900102_113001,10,-14.5082617,8.44743833,291.3
1,19900102_113011,0,-14.6128267,8.367975,154.8
298,19900102_113013,12.4,-14.4060167,8.37781667,115.7
588,19900102_113025,13.5,-14.09987,8.28193667,115.2
1,19900102_113031,0,-14.612825,8.36798,185.9
226,19900102_113031,14.9,-14.2107333,8.37189167,290.6
470,19900102_113101,10,-14.5121133,8.44852,292
376,19900102_113102,12.7,-14.1900267,8.36267333,293
226,19900102_113108,15,-14.21413,8.37276167,290.7
272,19900102_113112,0,-14.6124383,8.36704833,236.8
1,19900102_113131,0,-14.6128567,8.36801333,155.5
226,19900102_113145,14.9,-14.2176167,8.37363,291.2
1,19900102_113212,0,-14.6128567,8.36799833,182.3
598,19900102_113214,9.1,-13.8936317,8.29450167,277.5
470,19900102_113221,10.1,-14.5172883,8.44998167,294.2
226,19900102_113245,14.8,-14.2232517,8.37507167,292.4
1,19900102_113312,0,-14.61283,8.368005,132.9
598,19900102_113313,9.2,-13.89741,8.29483167,277.6
470,19900102_113320,10.2,-14.5211217,8.451105,291.4
470,19900102_113330,10,-14.5217067,8.45126833,292
226,19900102_113332,14.9,-14.2276317,8.37628833,293.9
470,19900102_113340,10.1,-14.522355,8.45144833,293.9
588,19900102_113345,13.5,-14.08307,8.27654333,115.9
470,19900102_113350,10.1,-14.5229967,8.45164,292
588,19900102_113355,13.5,-14.0821383,8.27623833,115.6
226,19900102_113403,14.9,-14.2305117,8.377105,293.4
1,19900102_113413,0,-14.6128567,8.36800667,140.9
272,19900102_113414,0,-14.612435,8.36709333,120.4
598,19900102_113414,9.1,-13.9011733,8.29515833,277.3
588,19900102_113416,13.5,-14.08044,8.27568833,114.4
1,19900102_113423,0,-14.61286,8.36800167,163.6
588,19900102_113426,13.5,-14.0795883,8.275425,114.3
588,19900102_113435,13.5,-14.078815,8.27519333,114.2
470,19900102_113441,9.9,-14.5262033,8.45253667,292.4
226,19900102_113444,14.9,-14.234335,8.37816,290.8
588,19900102_113445,13.5,-14.0779583,8.27493667,114.3
226,19900102_113508,14.9,-14.23658,8.37874333,289.5
588,19900102_113516,13.5,-14.075295,8.27417,114.5
376,19900102_113523,12.8,-14.21126,8.36876833,293.3
598,19900102_113523,9.1,-13.9055,8.29550833,277.1
298,19900102_113524,12.4,-14.3819667,8.37005,115.9
588,19900102_113526,13.5,-14.07444,8.27392,114.6
226,19900102_113532,14.8,-14.23884,8.3793,290.2
470,19900102_113541,10,-14.5300167,8.45371167,295.1
598,19900102_113543,9.1,-13.9067467,8.29561167,277
376,19900102_113543,12.8,-14.2128867,8.36924,293.5
598,19900102_113614,9,-13.908685,8.29576667,277.2
226,19900102_113615,14.8,-14.2428917,8.38028,289.2
588,19900102_113616,13.3,-14.0702133,8.27264,116.2
376,19900102_113623,12.8,-14.2161367,8.37018,293.5
298,19900102_113624,12.4,-14.3773333,8.36855,116.1
588,19900102_113626,13.2,-14.069385,8.27236667,116.2
298,19900102_113634,12.4,-14.3764833,8.36826667,116.1
588,19900102_113636,13.2,-14.0685633,8.272095,116.5
226,19900102_113638,14.9,-14.2450633,8.38081167,290.9
470,19900102_113640,10,-14.5338867,8.45477333,291.4
588,19900102_113645,13.1,-14.0678317,8.27185167,116.6
298,19900102_113704,12.4,-14.37425,8.36753333,116.2
298,19900102_125834,13,-13.9866667,8.24378333,113.9
298,19900102_125834,13,-13.9866667,8.24378333,113.9
298,19900102_130013,13.1,-13.97855,8.24141667,114.1
298,19900102_130013,13.1,-13.97855,8.24141667,114.1
226,19900102_130020,15.1,-14.716205,8.50843333,291.9
226,19900102_130020,15.1,-14.716205,8.50843333,291.9
226,19900102_130048,14.9,-14.7188267,8.50915167,285.4
226,19900102_130048,14.9,-14.7188267,8.50915167,285.4
298,19900102_130052,13.1,-13.9753333,8.24045,114.2
298,19900102_130052,13.1,-13.9753333,8.24045,114.2
470,19900102_130100,9.9,-14.8616983,8.55127833,290.8
470,19900102_130100,9.9,-14.8616983,8.55127833,290.8
226,19900102_130100,14.9,-14.719975,8.50939,283
226,19900102_130100,14.9,-14.719975,8.50939,283
226,19900102_130116,14.9,-14.7215167,8.509635,281.7
226,19900102_130116,14.9,-14.7215167,8.509635,281.7
470,19900102_130141,10.2,-14.8644383,8.55200333,291.9
470,19900102_130141,10.2,-14.8644383,8.55200333,291.9
298,19900102_130153,13.1,-13.9703,8.23891667,114.4
298,19900102_130153,13.1,-13.9703,8.23891667,114.4
470,19900102_130200,10.3,-14.86561,8.55230833,290.8
470,19900102_130200,10.3,-14.86561,8.55230833,290.8
226,19900102_130204,14.7,-14.72618,8.51022833,277.5
226,19900102_130204,14.7,-14.72618,8.51022833,277.5
1,19900102_130231,0,-14.6128733,8.36798,264.9
1,19900102_130231,0,-14.6128733,8.36798,264.9
298,19900102_130234,13.1,-13.9669167,8.2379,114.5
298,19900102_130234,13.1,-13.9669167,8.2379,114.5
376,19900102_130242,12.5,-14.6397567,8.48519167,294.1
376,19900102_130242,12.5,-14.6397567,8.48519167,294.1
1,19900102_130251,0,-14.61286,8.367995,258.8
1,19900102_130251,0,-14.61286,8.367995,258.8
298,19900102_130253,13.1,-13.9653333,8.23743333,114.5
298,19900102_130253,13.1,-13.9653333,8.23743333,114.5
1,19900102_130312,0,-14.6128433,8.36798833,290.8
1,19900102_130312,0,-14.6128433,8.36798833,290.8
1,19900102_130331,0,-14.6129017,8.36798667,293.3
1,19900102_130331,0,-14.6129017,8.36798667,293.3
376,19900102_130342,12.6,-14.6445583,8.48673833,296.5
376,19900102_130342,12.6,-14.6445583,8.48673833,296.5
298,19900102_130353,13.1,-13.9603667,8.23595,114.1
298,19900102_130353,13.1,-13.9603667,8.23595,114.1
1,19900102_162033,0,-14.6128533,8.36801833,42.5
598,19900102_162055,9.4,-14.8582183,8.51729,271.7
43,19900102_162104,14.7,-14.4495667,8.43253333,291
1,19900102_162132,0,-14.612835,8.36802833,343.3
43,19900102_162139,14.6,-14.4530833,8.43345,291
1,19900102_162232,0,-14.612845,8.36801167,21.7
598,19900102_162234,9.6,-14.8647483,8.51741333,271.7
1,19900102_162253,0,-14.612845,8.36800833,355.9
598,19900102_162254,9.3,-14.8661433,8.51744167,271.3
272,19900102_171219,0,-14.6124383,8.3671,8.1
43,19900102_175027,15.7,-14.9879333,8.52521667,271.4
160,19900102_175032,14.7,-13.8787717,8.28329,275.5
457,19900102_185212,21.1,-14.3783333,8.414,293
457,19900102_185225,21.1,-14.3801667,8.4145,293
1,19900102_185322,0,-14.6128633,8.368,280
457,19900102_185349,21,-14.3911667,8.41766667,292
160,19900102_185541,14.8,-14.2463533,8.37398833,291.9
324,19900102_185544,14.6,-13.80415,8.27878333,276
324,19900102_185556,14.6,-13.8053833,8.2789,277
1,19900102_185601,0,-14.6128467,8.36799333,292.4
324,19900102_185650,14.6,-13.8106833,8.27938333,278
324,19900102_185655,14.6,-13.8108833,8.2794,277
160,19900102_185705,14.9,-14.2543867,8.37615667,292.6
1,19900102_185711,0,-14.6128267,8.36797833,281.7
272,19900102_185720,0,-14.6124567,8.36707,281.4
324,19900102_185832,14.6,-13.8210333,8.2803,277
324,19900102_185956,14.6,-13.8296167,8.28103333,277
1,19900102_190001,0,-14.612855,8.36797833,281.6
324,19900102_190056,14.6,-13.8356667,8.28158333,277
1,19900102_190101,0,-14.61286,8.36798167,280.2
324,19900102_190156,14.7,-13.8417167,8.28203333,276
160,19900102_190205,15,-14.2831883,8.38407167,292.3
1,19900102_192434,0,-14.6128367,8.36800333,338.5
457,19900102_192505,21.5,-14.6498333,8.487,292
457,19900102_192541,21.5,-14.6548333,8.48833333,292
324,19900102_192548,14.7,-13.9858833,8.303,291
1,19900102_192632,0,-14.6128533,8.36798333,326.2
457,19900102_192705,21.5,-14.6665,8.49133333,292
324,19900102_192724,14.7,-13.9946333,8.30531667,292
160,19900102_192745,14.8,-14.4329567,8.42443167,290.5
1,19900102_192752,0,-14.6128383,8.36800833,333.1
457,19900102_192805,21.4,-14.6748333,8.49366667,292
1,19900102_192832,0,-14.612845,8.36799333,297.7
324,19900102_192912,14.7,-14.0048833,8.30806667,291
324,19900102_193125,14.7,-14.0174,8.3115,291
324,19900102_193213,14.8,-14.0222833,8.31275,291
324,19900102_193348,14.8,-14.0312667,8.31518333,291
324,19900102_193400,14.7,-14.0321,8.3154,291
1,19900102_193413,0,-14.612845,8.36801667,327.9
324,19900102_193419,14.8,-14.03345,8.31573333,291
324,19900102_193436,14.8,-14.0351333,8.31616667,291
324,19900102_193448,14.8,-14.0358667,8.31638333,291
457,19900102_193528,21,-14.7365,8.5085,282
324,19900102_193530,14.7,-14.0409167,8.3178,292
1,19900102_193533,0,-14.612845,8.36800667,340.6
457,19900102_193534,21,-14.7375,8.5085,281
1,19900102_193544,0,-14.612855,8.36797833,345.1
160,19900102_193546,15,-14.47984,8.43575167,289.7
160,19900102_193552,15,-14.4804117,8.43590833,290.4
457,19900102_193553,21,-14.74,8.50866667,278
457,19900102_193559,21,-14.7408333,8.50866667,277
324,19900102_193600,14.7,-14.0436,8.31855,292
160,19900102_193603,14.9,-14.48159,8.43619333,290.4
457,19900102_193605,21,-14.7418333,8.50866667,276
324,19900102_193606,14.7,-14.0443833,8.31878333,292
160,19900102_193610,14.9,-14.4822883,8.43635,289.7
1,19900102_193613,0,-14.6128567,8.36801,334.4
160,19900102_193622,14.9,-14.4833667,8.436615,290.2
457,19900102_193623,21,-14.7445,8.50883333,275
1,19900102_193624,0,-14.6128383,8.36800333,353.9
1,19900102_193644,0,-14.6128433,8.36801667,335.2
160,19900102_193646,15,-14.4857167,8.43718667,289.5
160,19900102_193652,14.9,-14.486305,8.43732333,289.6
457,19900102_193653,21.1,-14.7488333,8.509,273
324,19900102_193700,14.7,-14.0493333,8.32003333,291
1,19900102_193703,0,-14.612855,8.36800167,335.5
324,19900102_193712,14.7,-14.0504667,8.32031667,291
160,19900102_193716,15,-14.4887667,8.43789,289.7
457,19900102_193717,21.1,-14.7523333,8.509,273
160,19900102_193721,15,-14.4892617,8.43800667,289.9
1,19900102_193724,0,-14.6128433,8.367995,11.7
324,19900102_193731,14.7,-14.05235,8.3208,291
1,19900102_193733,0,-14.61285,8.36802,32
324,19900102_193742,14.7,-14.0534833,8.32111667,291
1,19900102_193744,0,-14.6128667,8.36802,11.2
160,19900102_193745,14.9,-14.4916217,8.43856667,289.9
457,19900102_193752,21.1,-14.7576667,8.50916667,272
324,19900102_193755,14.7,-14.0546333,8.32143333,291
324,19900102_193800,14.7,-14.055,8.32153333,292
1,19900102_193803,0,-14.6128717,8.36800333,344
160,19900102_193803,15,-14.4933967,8.43898667,289.6
457,19900102_193805,21.1,-14.7593333,8.50916667,272
160,19900102_193810,15,-14.493985,8.43912,289.3
457,19900102_193811,21.1,-14.7601667,8.50916667,272
457,19900102_193817,21.1,-14.7611667,8.50916667,271
324,19900102_193818,14.7,-14.0569,8.32206667,292
160,19900102_193821,15,-14.4951633,8.43940167,289.7
457,19900102_193829,21.1,-14.7628333,8.50916667,271
324,19900102_193831,14.6,-14.0580333,8.32238333,292
1,19900102_193833,0,-14.612845,8.36801333,23.6
324,19900102_193836,14.6,-14.0584167,8.32248333,292
160,19900102_193839,15,-14.4969383,8.43983333,290.1
324,19900102_193842,14.6,-14.0591667,8.32268333,292
1,19900102_193854,0,-14.6128767,8.36800167,344.2
324,19900102_193901,14.6,-14.0607833,8.32308333,291
1,19900102_193903,0,-14.61287,8.36799667,11.8
457,19900102_193905,21.1,-14.7681667,8.50933333,271
457,19900102_193912,21,-14.7693333,8.50933333,271
457,19900102_193917,21,-14.77,8.50933333,271
160,19900102_193922,15,-14.50107,8.44083667,290
1,19900102_193925,0,-14.612845,8.36799167,2.7
457,19900102_193929,21,-14.7716667,8.50933333,271
324,19900102_193931,14.7,-14.0634833,8.32385,291
1,19900102_193933,0,-14.6128417,8.368,354.6
457,19900102_193935,21,-14.7725,8.50933333,271
324,19900102_193936,14.6,-14.06395,8.32396667,291
160,19900102_193946,15.1,-14.50345,8.44139,289.3
457,19900102_193948,21,-14.7746667,8.5095,271
457,19900102_193959,21,-14.776,8.5095,271
324,19900102_194001,14.8,-14.06655,8.3246,291
160,19900102_194004,15.1,-14.505235,8.44182167,290.1
324,19900102_194007,14.7,-14.0667,8.32463333,291
160,19900102_194010,15.1,-14.505825,8.441965,289.5
457,19900102_194012,21,-14.7781667,8.5095,271
457,19900102_194017,21,-14.7786667,8.5095,271
324,19900102_194025,14.6,-14.0682,8.32501667,292
1,19900102_194033,0,-14.6128633,8.368,353.5
324,19900102_194036,14.5,-14.0689333,8.32521667,292
160,19900102_194046,15.1,-14.5093833,8.44281,289.1
457,19900102_194047,21,-14.7833333,8.5095,270
324,19900102_194049,14.6,-14.0704667,8.32565,292
457,19900102_194052,21,-14.784,8.5095,270
324,19900102_194100,14.6,-14.0718667,8.32605,292
324,19900102_194131,14.6,-14.0747833,8.32685,291
1,19900102_194133,0,-14.6128583,8.36802333,20.3
160,19900102_194134,15.2,-14.5141617,8.44392833,289.4
324,19900102_194136,14.5,-14.0749667,8.32686667,291
160,19900102_194146,15.2,-14.5153567,8.44420167,289.1
324,19900102_194149,14.5,-14.0758167,8.32705,291
324,19900102_194200,14.5,-14.0773667,8.32746667,290
457,19900102_194205,21.1,-14.7945,8.50933333,270
160,19900102_194210,15.2,-14.51775,8.44476167,289.3
471,19900102_194241,0,-14.61316,8.36854667,194.2
160,19900102_194245,15.2,-14.52136,8.44559167,289.6
324,19900102_194248,14.5,-14.0821333,8.3288,292
457,19900102_194252,21.2,-14.8015,8.50933333,270
160,19900102_194257,15.2,-14.5225583,8.445875,290
324,19900102_194300,14.5,-14.08325,8.32911667,293
160,19900102_194303,15.3,-14.5231617,8.44601333,289.3
160,19900102_194309,15.2,-14.5237533,8.44615833,289.9
324,19900102_194313,14.5,-14.0847333,8.32955,293
160,19900102_194321,15.3,-14.5249617,8.446435,289.3
457,19900102_194328,21.1,-14.8068333,8.50933333,270
160,19900102_194328,15.2,-14.5256583,8.44659667,289
160,19900102_194333,15.3,-14.526165,8.44671167,288.7
160,19900102_194345,15.3,-14.5273633,8.446995,289.2
324,19900102_194348,14.5,-14.0877167,8.33038333,292
160,19900102_194351,15.2,-14.527955,8.447145,289.8
160,19900102_194358,15.2,-14.52855,8.44729,290.1
324,19900102_194400,14.5,-14.08885,8.3307,292
324,19900102_194406,14.5,-14.0896,8.3309,292
160,19900102_194410,15.2,-14.5297533,8.44757833,290.2
160,19900102_194416,15.2,-14.5303617,8.44771167,288.9
324,19900102_194419,14.5,-14.0907167,8.3312,292
160,19900102_194422,15.2,-14.5309583,8.44785667,289.3
457,19900102_194429,21.1,-14.8156667,8.50933333,270
324,19900102_194430,14.5,-14.09185,8.3315,291
324,19900102_194436,14.5,-14.0922167,8.3316,291
160,19900102_194446,15.2,-14.5333667,8.44840333,289
324,19900102_194449,14.5,-14.0937333,8.33198333,291
457,19900102_194453,21.1,-14.8191667,8.50933333,270
324,19900102_194500,14.5,-14.0944833,8.33218333,291
160,19900102_194510,15.2,-14.53576,8.44898,290
272,19900102_194512,0,-14.6124583,8.36709667,22.9
324,19900102_194513,14.5,-14.09595,8.3326,292
1,19900102_194514,0,-14.6128433,8.36802,345.9
160,19900102_194522,15.3,-14.53696,8.449265,289.9
160,19900102_194529,15.2,-14.53766,8.44943167,289.1
1,19900102_194532,0,-14.6128433,8.36799833,35
160,19900102_194534,15.3,-14.538165,8.44954833,289.1
160,19900102_194545,15.2,-14.5393533,8.44984333,289.3
457,19900102_194558,21.2,-14.829,8.50933333,270
1,19900102_194603,0,-14.6128567,8.36798167,348.5
457,19900102_194605,21.2,-14.8298333,8.50933333,270
160,19900102_194621,15.2,-14.5429583,8.45069833,289.8
324,19900102_194624,14.5,-14.1022333,8.33445,293
160,19900102_194757,15.3,-14.5525917,8.452945,289.8
324,19900102_194859,14.4,-14.1162667,8.33831667,293
160,19900102_195009,15.3,-14.565815,8.45608167,289.6
1,19900102_195013,0,-14.612865,8.36801667,355.5
457,19900102_195152,21.5,-14.8816667,8.50916667,270
160,19900102_195221,15.2,-14.5790067,8.45919833,290.1
160,19900102_195246,15.2,-14.58152,8.45976333,289.7
457,19900102_195252,21.4,-14.8906667,8.50933333,271
324,19900102_195347,14.4,-14.1436333,8.3462,293
427,19900102_202944,15.2,-14.0007667,8.30953333,294
324,19900102_203045,14.8,-14.3479167,8.40428333,293
324,19900102_203121,14.8,-14.3515833,8.40533333,290
427,19900102_203132,15.2,-14.0111833,8.31271667,294
427,19900102_203150,15.2,-14.013,8.31328333,294
427,19900102_203156,15.2,-14.0133833,8.3134,294
324,19900102_203208,14.8,-14.356,8.40656667,291
427,19900102_203231,15.2,-14.0169167,8.31446667,294
160,19900102_203306,14.5,-14.810805,8.51605833,273.5
324,19900102_203308,14.8,-14.36195,8.40801667,290
324,19900102_203320,14.8,-14.3638167,8.40843333,290
160,19900102_203330,14.5,-14.81313,8.51611833,273.3
427,19900102_203331,15.2,-14.0226833,8.3162,294
324,19900102_203339,14.8,-14.3655333,8.40885,290
324,19900102_203345,14.8,-14.3658833,8.40895,291
324,19900102_203352,14.8,-14.3661667,8.40901667,291
324,19900102_203357,14.8,-14.3670333,8.40926667,291
324,19900102_203403,14.8,-14.3673,8.40935,291
427,19900102_203408,15.2,-14.02605,8.31721667,294
427,19900102_203444,15.2,-14.0295,8.31826667,294
43,19900102_203445,13.8,-14.9751667,8.9753,48.9
324,19900102_203457,14.7,-14.3733333,8.41096667,293
160,19900102_203512,14.5,-14.823365,8.51656833,275
324,19900102_203515,14.8,-14.3742833,8.41123333,292
324,19900102_203521,14.8,-14.3745667,8.4113,292
1,19900102_203521,0,-14.6128383,8.36799167,15.6
427,19900102_203526,15.2,-14.0337167,8.31955,294
324,19900102_203527,14.8,-14.3754167,8.41156667,292
1,19900102_203532,0,-14.6128483,8.36797333,0.3
324,19900102_203533,14.8,-14.3756833,8.41165,292
324,19900102_203539,14.8,-14.3763167,8.41183333,292
1,19900102_203541,0,-14.6128683,8.36799167,346.8
427,19900102_203543,15.2,-14.0351667,8.31998333,294
43,19900102_203546,13.5,-14.9704667,8.97783333,54.3
160,19900102_203548,14.4,-14.8269967,8.51671333,272.9
324,19900102_203552,14.8,-14.3778667,8.41221667,291
1,19900102_203552,0,-14.6128667,8.36798667,350.4
160,19900102_203554,14.5,-14.8275917,8.51676167,275
324,19900102_203557,14.8,-14.3783833,8.41236667,291
160,19900102_203600,14.5,-14.8282117,8.516785,274.2
43,19900102_203600,13,-14.9694833,8.9782,58.5
160,19900102_203606,14.5,-14.8288017,8.516815,273.7
160,19900102_203612,14.5,-14.8294183,8.51686,275.8
427,19900102_203614,15.2,-14.03805,8.32085,294
1,19900102_203621,0,-14.612855,8.36801167,10.6
427,19900102_203626,15.2,-14.0395833,8.32131667,294
324,19900102_203633,14.9,-14.38175,8.41315,291
1,19900102_203641,0,-14.6128417,8.36801167,5.1
427,19900102_203643,15.2,-14.0411167,8.32178333,294
471,19900102_203650,0,-14.61317,8.36855833,331.8
427,19900102_203707,15.2,-14.0434167,8.32248333,294
427,19900102_203719,15.2,-14.0444833,8.3228,294
427,19900102_203725,15.2,-14.04525,8.32303333,294
160,19900102_203730,14.5,-14.8373133,8.51722667,272.9
1,19900102_203732,0,-14.6128567,8.36801667,356.8
324,19900102_203732,14.8,-14.3872833,8.41466667,291
43,19900102_203734,12.8,-14.96135,8.98001667,73.4
324,19900102_203738,14.7,-14.3884,8.41495,291
1,19900102_203741,0,-14.612855,8.36801333,356.6
427,19900102_203743,15.2,-14.0467833,8.3235,294
160,19900102_203754,14.5,-14.839755,8.51719167,274.7
1,19900102_203801,0,-14.6128433,8.368015,353.7
427,19900102_203831,15.2,-14.0514,8.32486667,294
43,19900102_203835,12.8,-14.9557167,8.9807,84
1,19900102_203841,0,-14.6128617,8.36802167,358.9
324,19900102_203852,14.8,-14.3947833,8.41666667,292
1,19900102_203853,0,-14.6128367,8.36801667,7.2
160,19900102_203854,14.6,-14.8458067,8.51760167,274.8
324,19900102_203857,15,-14.3950833,8.41671667,292
1,19900102_203902,0,-14.6128467,8.36801167,11.3
324,19900102_203909,14.9,-14.3964667,8.41705,292
324,19900102_204009,14.8,-14.4018833,8.41861667,292
324,19900102_204038,14.8,-14.4049167,8.41943333,292
324,19900102_204108,14.6,-14.4080167,8.42025,291
160,19900102_204130,14.7,-14.861675,8.51831,273.4
1,19900102_204141,0,-14.6128467,8.36806167,1.1
324,19900102_204145,14.8,-14.4118333,8.42118333,291
324,19900102_204151,14.7,-14.4126833,8.42143333,291
1,19900102_204151,0,-14.6128417,8.36805333,358.7
1,19900102_204203,0,-14.61284,8.36800333,5.3
160,19900102_205445,14.7,-14.9439117,8.52289667,274.4
427,19900102_210018,14.9,-14.1786167,8.35806667,292
1,19900102_210135,0,-14.612865,8.36799667,353.5
324,19900102_210418,14.1,-14.5396,8.45458333,289
427,19900102_210501,14.8,-14.2056333,8.36515,291
324,19900102_210555,14.2,-14.5486167,8.45675,290
427,19900102_211304,14.8,-14.2517833,8.37718333,292
427,19900102_211317,14.9,-14.2529333,8.3775,292
324,19900102_211318,14.2,-14.5904667,8.46691667,289
324,19900102_211330,14.2,-14.5915833,8.46718333,290
427,19900102_211335,14.8,-14.2548333,8.37801667,292
427,19900102_211341,14.9,-14.2556,8.37823333,292
1,19900102_211352,0,-14.61288,8.36798333,224.3
427,19900102_211353,14.9,-14.25675,8.37853333,292
427,19900102_211359,14.8,-14.2571333,8.37865,292
324,19900102_211359,14.2,-14.5945833,8.4679,289
427,19900102_211404,14.9,-14.2578,8.37881667,292
324,19900102_211405,14.2,-14.5949667,8.46796667,289
324,19900102_211412,14.2,-14.5957,8.46816667,289
1,19900102_211412,0,-14.6128667,8.36799333,129.8
324,19900102_211418,14.2,-14.5960833,8.46825,289
324,19900102_211435,14.2,-14.5979333,8.46865,289
427,19900102_211441,14.8,-14.26125,8.37975,292
427,19900102_211452,14.8,-14.2623833,8.38006667,292
1,19900102_211452,0,-14.6128667,8.36798667,215.1
324,19900102_211506,14.3,-14.6005333,8.46923333,289
324,19900102_211512,14.2,-14.60105,8.46936667,289
1,19900102_211512,0,-14.6128433,8.36800333,230.7
324,19900102_211519,14.2,-14.6012,8.4694,289
427,19900102_211523,14.9,-14.26505,8.38081667,293
324,19900102_211524,14.2,-14.6017,8.46951667,289
1,19900102_211533,0,-14.612855,8.36798167,221.8
324,19900102_211536,14.2,-14.6023333,8.46966667,289
1,19900102_211553,0,-14.612865,8.367965,220.2
427,19900102_211605,14.8,-14.2691167,8.382,293
324,19900102_211618,14.2,-14.6071833,8.47091667,290
427,19900102_211623,14.8,-14.2707167,8.38245,293
1,19900102_211633,0,-14.6128533,8.367975,197.9
1,19900102_211652,0,-14.61285,8.36796167,209.5
324,19900102_211700,14.2,-14.61135,8.4719,289
427,19900102_211705,14.9,-14.2748833,8.38366667,294
1,19900102_211712,0,-14.612855,8.36798833,215.4
1,19900102_211723,0,-14.6128467,8.36799833,223
1,19900102_211733,0,-14.6128617,8.36799333,217.8
427,19900102_211735,14.9,-14.2775167,8.38446667,294
427,19900102_211747,14.9,-14.2786333,8.38481667,294
324,19900102_211754,14.2,-14.6153333,8.47281667,290
324,19900102_211812,14.3,-14.6171833,8.47326667,289
